         7399 function calls (7117 primitive calls) in 5.919 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 connection.py:37(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:849(quote)
        2    0.000    0.000    0.000    0.000 traitlets.py:759(_cross_validate)
        7    0.000    0.000    0.000    0.000 base_events.py:711(time)
        2    0.000    0.000    0.000    0.000 zmqstream.py:566(sending)
        1    0.000    0.000    0.000    0.000 _models.py:255(__init__)
        4    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 typing.py:1580(__hash__)
        1    0.000    0.000    0.000    0.000 inspect.py:2935(apply_defaults)
        1    0.000    0.000    0.000    0.000 _writers.py:94(send_eom)
        2    0.000    0.000    0.000    0.000 message.py:528(get_all)
        3    0.000    0.000    0.000    0.000 _multipart.py:79(render)
        1    0.000    0.000    0.000    0.000 threading.py:606(clear)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:57(__bool__)
        7    0.000    0.000    0.000    0.000 typing.py:2292(get_args)
        2    0.000    0.000    0.000    0.000 traitlets.py:3596(validate_elements)
       52    0.000    0.000    0.000    0.000 _connection.py:212(their_state)
        1    0.000    0.000    0.000    0.000 events.py:151(cancel)
       47    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
        3    0.000    0.000    0.000    0.000 _connection.py:352(receive_data)
        3    0.000    0.000    0.000    0.000 _urlparse.py:105(authority)
        3    0.000    0.000    0.000    0.000 copy.py:61(copy)
        1    0.000    0.000    0.000    0.000 threading.py:595(set)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1225(_resolve_name)
       15    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFC199213D0}
        8    0.000    0.000    0.000    0.000 _typing.py:15(is_list_type)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 _multipart.py:44(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:1052(unwrap)
        1    0.000    0.000    0.000    0.000 _connection.py:223(start_next_cycle)
        6    0.000    0.000    0.000    0.000 copy.py:252(<genexpr>)
        1    0.000    0.000    0.000    0.000 history.py:830(_writeout_output_cache)
        1    0.000    0.000    0.000    0.000 queues.py:256(get_nowait)
        3    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        3    0.000    0.000    0.000    0.000 _utils.py:82(format_form_param)
        2    0.000    0.000    0.000    0.000 connection.py:195(is_closed)
        2    0.000    0.000    0.000    0.000 parse.py:1094(_splithost)
        6    0.000    0.000    0.000    0.000 traitlets.py:624(get)
        4    0.000    0.000    0.000    0.000 threading.py:281(__exit__)
        1    0.000    0.000    0.000    0.000 _client.py:412(_merge_queryparams)
        4    0.000    0.000    0.000    0.000 _model_construction.py:202(__getattr__)
        8    0.000    0.000    0.000    0.000 _typing.py:19(is_iterable_type)
        1    0.000    0.000    0.000    0.000 _qs.py:69(_stringify_item)
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
        1    0.000    0.000    0.000    0.000 inspect.py:2882(args)
        1    0.000    0.000    0.000    0.000 _models.py:1137(update)
       13    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        2    0.000    0.000    0.000    0.000 _multipart.py:68(render_data)
        2    0.000    0.000    0.000    0.000 _decoders.py:199(flush)
        2    0.000    0.000    0.000    0.000 queue.py:97(empty)
        1    0.000    0.000    0.000    0.000 _state.py:250(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:672(unquote)
        1    0.000    0.000    0.000    0.000 http11.py:271(can_handle_request)
        1    0.000    0.000    0.000    0.000 __init__.py:244(detect_encoding)
        2    0.000    0.000    0.000    0.000 _files.py:27(is_file_content)
        1    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        5    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       35    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
        1    0.000    0.000    0.000    0.000 _files.py:33(assert_is_file_content)
       65    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        3    0.000    0.000    0.000    0.000 _urlparse.py:436(percent_encoded)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        2    0.000    0.000    0.000    0.000 _base_client.py:2040(_merge_mappings)
        1    0.000    0.000    0.000    0.000 events.py:107(__init__)
        1    0.000    0.000    0.000    0.000 _urlparse.py:386(normalize_path)
        5    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 base_events.py:425(create_future)
        9    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:542(_allow_reckless_class_checks)
        7    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _client.py:370(_merge_url)
        1    0.000    0.000    0.000    0.000 _urls.py:231(netloc)
       17    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
        1    0.000    0.000    0.000    0.000 threading.py:256(__init__)
       22    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       64    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 typing.py:412(is_literal_type)
        2    0.000    0.000    0.000    0.000 typing.py:493(__getitem__)
       13    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 threading.py:290(_acquire_restore)
        1    0.000    0.000    0.000    0.000 _utils.py:147(is_sequence_t)
        1    0.000    0.000    0.000    0.000 _base_client.py:538(_maybe_override_cast_to)
        2    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 parse.py:925(quote_from_bytes)
        5    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 _base_client.py:1867(make_request_options)
        1    0.000    0.000    0.000    0.000 _client.py:151(qs)
       25    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 _urls.py:280(raw_path)
        7    0.000    0.000    0.000    0.000 _receivebuffer.py:67(_extract)
        9    0.000    0.000    0.000    0.000 utils.py:180(lenient_issubclass)
        1    0.000    0.000    0.000    0.000 _files.py:63(_transform_file)
        3    0.000    0.000    0.000    0.000 threading.py:1132(_wait_for_tstate_lock)
        1    0.000    0.000    0.000    0.000 _headers.py:271(has_expect_100_continue)
        9    0.000    0.000    0.000    0.000 _utils.py:163(is_list)
        3    0.000    0.000    0.000    0.000 copy.py:231(_keep_alive)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 iostream.py:216(_check_mp_mode)
        1    0.000    0.000    0.000    0.000 _utils.py:303(sync_start)
        3    0.000    0.000    0.000    0.000 _synchronization.py:242(__enter__)
        1    0.000    0.000    0.000    0.000 _connection.py:341(trailing_data)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:155(is_mapping_t)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1279(_sanity_check)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
        1    0.000    0.000    0.000    0.000 _urls.py:148(username)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
       37    0.000    0.000    0.000    0.000 ssl.py:1084(_checkClosed)
       20    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
        3    0.000    0.000    0.000    0.000 _synchronization.py:246(__exit__)
        2    0.000    0.000    0.000    0.000 _models.py:173(__eq__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:530(_caller)
        3    0.000    0.000    0.000    0.000 _urlparse.py:422(is_safe)
     13/7    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2905(kwargs)
        1    0.000    0.000    0.000    0.000 inspect.py:1790(_check_instance)
       12    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _models.py:703(has_redirect_location)
        2    0.000    0.000    0.000    0.000 _urls.py:333(is_relative_url)
        4    0.000    0.000    0.000    0.000 _receivebuffer.py:77(maybe_extract_at_most)
       17    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        7    0.000    0.000    0.000    0.000 _model_construction.py:221(__instancecheck__)
        6    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       10    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
        1    0.000    0.000    0.000    0.000 _config.py:208(__init__)
        4    0.000    0.000    0.000    0.000 _connection.py:248(_server_switch_event)
        1    0.000    0.000    0.000    0.000 _base_client.py:622(user_agent)
        1    0.000    0.000    0.000    0.000 pathlib.py:1165(__new__)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
        2    0.000    0.000    0.000    0.000 _urlparse.py:359(validate_path)
        1    0.000    0.000    0.000    0.000 _base_client.py:634(platform_headers)
        2    0.000    0.000    0.000    0.000 parse.py:1204(_splittag)
        1    0.000    0.000    0.000    0.000 connection.py:165(can_handle_request)
        1    0.000    0.000    0.000    0.000 _response.py:61(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:166(_type_convert)
        2    0.000    0.000    0.000    0.000 threading.py:293(_is_owned)
        1    0.000    0.000    0.000    0.000 inspect.py:1799(_check_class)
        8    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _models.py:726(raise_for_status)
        3    0.000    0.000    0.000    0.000 _synchronization.py:266(__enter__)
        3    0.000    0.000    0.000    0.000 _synchronization.py:270(__exit__)
        1    0.000    0.000    0.000    0.000 _headers.py:105(__bool__)
        1    0.000    0.000    0.000    0.000 _qs.py:142(__init__)
        1    0.000    0.000    0.000    0.000 _base_client.py:403(_remaining_retries)
        1    0.000    0.000    0.000    0.000 socket.py:522(type)
        7    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 iostream.py:213(_is_master_process)
        8    0.000    0.000    0.000    0.000 _trace.py:53(__exit__)
        2    0.000    0.000    0.000    0.000 http11.py:298(is_closed)
        6    0.000    0.000    0.000    0.000 _receivebuffer.py:60(__len__)
        1    0.000    0.000    0.000    0.000 _decoders.py:82(flush)
        4    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        1    0.000    0.000    0.000    0.000 _urlparse.py:115(netloc)
        3    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
        3    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        3    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
        1    0.000    0.000    0.000    0.000 _urls.py:157(password)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:64(__bytes__)
        3    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 typing.py:1574(__eq__)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        6    0.000    0.000    0.000    0.000 fields.py:514(is_required)
        1    0.000    0.000    0.000    0.000 _models.py:48(enforce_url)
        1    0.000    0.000    0.000    0.000 request.py:401(add_unredirected_header)
        3    0.000    0.000    0.000    0.000 _models.py:93(enforce_stream)
       29    0.000    0.000    0.000    0.000 typing.py:2107(cast)
        4    0.000    0.000    0.000    0.000 selector_events.py:746(_process_events)
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _urls.py:321(is_absolute_url)
        1    0.000    0.000    0.000    0.000 _client.py:762(_transport_for_url)
        1    0.000    0.000    0.000    0.000 _config.py:254(as_dict)
        4    0.000    0.000    0.000    0.000 _utils.py:121(is_given)
        1    0.000    0.000    0.000    0.000 __init__.py:1529(info)
        2    0.000    0.000    0.000    0.000 traitlets.py:2314(validate)
        4    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _models.py:663(is_success)
       10    0.000    0.000    0.000    0.000 typing.py:249(is_union)
        1    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
        7    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       38    0.000    0.000    0.000    0.000 _policybase.py:201(header_max_count)
        1    0.000    0.000    0.000    0.000 _urls.py:166(host)
        2    0.000    0.000    0.000    0.000 _decoders.py:172(__init__)
        1    0.000    0.000    0.000    0.000 _headers.py:121(raw_items)
        1    0.000    0.000    0.000    0.000 _urls.py:610(__bool__)
        2    0.000    0.000    0.000    0.000 queue.py:209(_qsize)
        8    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'selected_alpn_protocol' of '_ssl._SSLSocket' objects}
       38    0.000    0.000    0.000    0.000 _policybase.py:305(header_store_parse)
        1    0.000    0.000    0.000    0.000 _client.py:156(auth_headers)
        2    0.000    0.000    0.000    0.000 _models.py:746(get_max_retries)
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _state.py:358(start_next_cycle)
        1    0.000    0.000    0.000    0.000 _utils.py:309(sync_elapsed)
        8    0.000    0.000    0.000    0.000 _trace.py:47(__enter__)
        7    0.000    0.000    0.000    0.000 typing.py:1570(<genexpr>)
        3    0.000    0.000    0.000    0.000 inspect.py:1817(_shadowed_dict)
        5    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 request.py:383(get_full_url)
        1    0.000    0.000    0.000    0.000 connection_pool.py:350(__init__)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 _models.py:542(http_version)
        2    0.000    0.000    0.000    0.000 connection.py:190(is_idle)
        1    0.000    0.000    0.000    0.000 _urls.py:193(raw_host)
        4    0.000    0.000    0.000    0.000 _headers.py:102(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:213(_should_unflatten_callable_args)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 request.py:356(data)
        1    0.000    0.000    0.000    0.000 queues.py:173(qsize)
        1    0.000    0.000    0.000    0.000 _utils.py:56(primitive_value_to_str)
        1    0.000    0.000    0.000    0.000 http11.py:332(__init__)
        2    0.000    0.000    0.000    0.000 _utils.py:159(is_dict)
        1    0.000    0.000    0.000    0.000 threading.py:287(_release_save)
        5    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
        7    0.000    0.000    0.000    0.000 base_events.py:1969(get_debug)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1114(return_ok_version)
        8    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        2    0.000    0.000    0.000    0.000 _models.py:551(reason_phrase)
        1    0.000    0.000    0.000    0.000 _urls.py:132(raw_scheme)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1307(<lambda>)
       10    0.000    0.000    0.000    0.000 inspect.py:2794(kind)
        1    0.000    0.000    0.000    0.000 {method 'hex' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _client.py:118(__init__)
        1    0.000    0.000    0.000    0.000 default.py:108(__init__)
        1    0.000    0.000    0.000    0.000 _response.py:321(read)
        3    0.000    0.000    0.000    0.000 typing.py:1569(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 events.py:68(cancel)
        1    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 queues.py:322(_consume_expired)
        6    0.000    0.000    0.000    0.000 request.py:333(full_url)
        1    0.000    0.000    0.000    0.000 _client.py:277(headers)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1135(return_ok_secure)
        8    0.000    0.000    0.000    0.000 _exceptions.py:334(request_context)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 _decoders.py:176(decode)
        1    0.000    0.000    0.000    0.000 _readers.py:149(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:109(get_model_config)
        1    0.000    0.000    0.000    0.000 _base_client.py:605(default_query)
        1    0.000    0.000    0.000    0.000 _qs.py:121(_primitive_value_to_str)
        4    0.000    0.000    0.000    0.000 inspect.py:3075(parameters)
        2    0.000    0.000    0.000    0.000 traitlets.py:3458(validate_elements)
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        3    0.000    0.000    0.000    0.000 zmqstream.py:562(receiving)
        4    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1123(return_ok_verifiability)
        3    0.000    0.000    0.000    0.000 _models.py:168(__init__)
        2    0.000    0.000    0.000    0.000 sync.py:119(__init__)
        1    0.000    0.000    0.000    0.000 _events.py:247(__post_init__)
        1    0.000    0.000    0.000    0.000 _compat.py:115(get_model_fields)
        3    0.000    0.000    0.000    0.000 threading.py:580(is_set)
        4    0.000    0.000    0.000    0.000 base_events.py:517(_check_closed)
        1    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
        1    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _client.py:308(params)
        3    0.000    0.000    0.000    0.000 _client.py:297(cookies)
        2    0.000    0.000    0.000    0.000 _urlparse.py:332(normalize_port)
        4    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        3    0.000    0.000    0.000    0.000 _types.py:124(__bool__)
        1    0.000    0.000    0.000    0.000 _models.py:567(content)
        4    0.000    0.000    0.000    0.000 default.py:66(map_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 connection_pool.py:31(wait_for_connection)
        2    0.000    0.000    0.000    0.000 _base_client.py:626(base_url)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 request.py:405(has_header)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1147(return_ok_port)
        3    0.000    0.000    0.000    0.000 _models.py:527(request)
        1    0.000    0.000    0.000    0.000 _status_codes.py:50(is_success)
        1    0.000    0.000    0.000    0.000 _urls.py:215(port)
        2    0.000    0.000    0.000    0.000 http11.py:295(is_idle)
        1    0.000    0.000    0.000    0.000 connection_pool.py:39(is_queued)
        1    0.000    0.000    0.000    0.000 _writers.py:85(__init__)
        1    0.000    0.000    0.000    0.000 _qs.py:27(__init__)
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:926(is_blocked)
        1    0.000    0.000    0.000    0.000 _models.py:523(elapsed)
        1    0.000    0.000    0.000    0.000 _models.py:538(request)
        1    0.000    0.000    0.000    0.000 _models.py:1199(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:941(is_not_allowed)
        3    0.000    0.000    0.000    0.000 _synchronization.py:308(__enter__)
        1    0.000    0.000    0.000    0.000 _utils.py:33(flatten)
        5    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        4    0.000    0.000    0.000    0.000 inspect.py:2782(name)
        1    0.000    0.000    0.000    0.000 inspect.py:2874(__init__)
        1    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 iostream.py:255(closed)
        1    0.000    0.000    0.000    0.000 _multipart.py:25(get_multipart_boundary_from_content_type)
        1    0.000    0.000    0.000    0.000 base_events.py:697(is_closed)
        1    0.000    0.000    0.000    0.000 ssl.py:1088(_check_connected)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x000001FC7F8B49A0}
        1    0.000    0.000    0.000    0.000 queues.py:59(_set_timeout)
        2    0.000    0.000    0.000    0.000 _auth.py:35(auth_flow)
        1    0.000    0.000    0.000    0.000 _multipart.py:120(<genexpr>)
        3    0.000    0.000    0.000    0.000 _synchronization.py:311(__exit__)
        3    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 base_events.py:1869(_timer_handle_cancelled)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _base_client.py:586(custom_auth)
        1    0.000    0.000    0.000    0.000 _base_client.py:611(_validate_headers)
        1    0.000    0.000    0.000    0.000 _base_client.py:877(_prepare_options)
        1    0.000    0.000    0.000    0.000 _base_client.py:884(_prepare_request)
        1    0.000    0.000    0.000    0.000 copy.py:102(_copy_immutable)


